year,state_fips,county_fips,county_name,pct_continuous,rotation_pixel_count
2010,31,11,Boone,0.0484307139995794,6744
2010,31,145,Red Willow,0.0402572857793675,872
2010,31,149,Rock,0.0025274049993062,793
2010,31,5,Arthur,,0
2010,31,85,Hayes,0.0,356
2010,31,97,Johnson,0.1109279385259612,2936
2010,31,3,Antelope,0.0688452813788319,8327
2010,31,163,Sherman,0.0191866370715925,1595
2010,31,161,Sheridan,,0
2010,31,133,Pawnee,0.1408439555844291,2669
2010,31,75,Grant,,0
2010,31,21,Burt,0.0795693696644625,7738
2010,31,9,Blaine,0.0,2
2010,31,27,Cedar,0.0466345946589535,7712
2010,31,169,Thayer,0.0552178849703984,5483
2010,31,49,Deuel,0.0,17
2010,31,123,Morrill,,0
2010,31,115,Loup,0.0477579195205479,148
2010,31,63,Frontier,0.0286217840792669,1657
2010,31,125,Nance,0.0381772829237921,3009
2010,31,107,Knox,0.057233142197265,4675
2010,31,135,Perkins,0.0159923198270996,827
2010,31,37,Colfax,0.0655534023366463,5175
2010,31,23,Butler,0.0996321686626207,7683
2010,31,31,Cherry,0.0,37
2010,31,183,Wheeler,0.0566714642509418,749
2010,31,61,Franklin,0.0556669879955561,3669
2010,31,29,Chase,0.0024016048371146,418
2010,31,59,Fillmore,0.0481740696192365,7190
2010,31,185,York,0.0984578177773803,6780
2010,31,35,Clay,0.0524345727047037,5776
2010,31,33,Cheyenne,0.0,5
2010,31,69,Garden,0.0,54
2010,31,83,Harlan,0.040737504979836,2843
2010,31,91,Hooker,,0
2010,31,147,Richardson,0.0957033246774491,6206
2010,31,65,Furnas,0.0257063937793887,1767
2010,31,175,Valley,0.049639560790937,1933
2010,31,141,Platte,0.048958938176013,8251
2010,31,121,Merrick,0.0499902993531432,3596
2010,31,79,Hall,0.1187174030417333,2162
2010,31,81,Hamilton,0.0525760599880203,5803
2010,31,93,Howard,0.0405250908496998,2137
2010,31,1,Adams,0.0639956741321627,5963
2010,31,99,Kearney,0.0452809135919139,6172
2010,31,19,Buffalo,0.0381190941900315,4982
2010,31,73,Gosper,0.0156384814495254,1873
2010,31,47,Dawson,0.0195768533522226,3859
2010,37,37,Chatham,0.093812963782004,163
2010,37,115,Madison,0.0,1
2010,37,87,Haywood,,0
2010,37,21,Buncombe,0.0,4
2010,37,89,Henderson,0.179983060417843,28
2010,37,175,Transylvania,,0
2010,37,167,Stanly,0.2157481336462596,676
2010,37,109,Lincoln,0.3566011647882013,291
2010,37,159,Rowan,0.2754657896192417,933
2010,37,25,Cabarrus,0.2459646944504426,301
2010,37,97,Iredell,0.1374395520488674,797
2010,37,71,Gaston,0.1889822134387351,81
2010,37,179,Union,0.2515110667946919,1281
2010,37,119,Mecklenburg,0.100415663968497,90
2010,37,45,Cleveland,0.3013166431928598,503
2010,37,5,Alleghany,,0
2010,37,173,Swain,,0
2010,37,11,Avery,,0
2010,37,33,Caswell,0.0783042958270032,244
2010,37,75,Graham,,0
2010,37,7,Anson,0.2812512965191056,577
2010,37,149,Polk,0.1875,16
2010,37,39,Cherokee,0.0,26
2010,37,113,Macon,,0
2010,37,9,Ashe,,0
2010,37,123,Montgomery,0.1939499336414809,92
2010,37,43,Clay,0.0,15
2010,37,121,Mitchell,,0
2010,37,199,Yancey,,0
2010,37,189,Watauga,,0
2010,37,99,Jackson,,0
