year,period,state_fips,county_fips,county_name,ndvi_mean_s2,crop_pixel_count_s2,ndvi_mean_modis,crop_pixel_count_modis
2019,jun,19,149,Plymouth,0.3253187067887182,131082,0.6714308524986012,21172
2019,jun,19,193,Woodbury,0.43743766605962014,125212,0.7020939419020273,20395
2019,jun,19,027,Carroll,0.6748384611493842,104131,0.7661990686805017,17018
2019,jun,19,061,Dubuque,0.3327577435776119,78226,0.6295618510459327,12877
2019,jun,19,101,Jefferson,0.3578213448503275,38274,0.6641876758021457,6257
2019,jun,19,187,Webster,0.472929318238382,116820,0.7405184891152705,19065
2019,jun,19,111,Lee,0.3401509051276298,39423,0.6001280610723467,6445
2019,jun,19,127,Marshall,0.26856022589215167,79043,0.7073312155263789,14254
2019,jun,19,195,Worth,0.31212459454010477,64262,0.6758024368752882,10636
2019,jun,19,033,Cerro Gordo,0.3174204503028333,96813,0.7198883109277505,16005
2019,jun,19,051,Davis,0.3342431904388029,21786,0.5988456506916472,3936
2019,jun,19,179,Wapello,0.37268169187384165,28544,0.6869230107311104,4983
2019,jun,19,041,Clay,0.49306971886216855,84084,0.6510412089726955,13879
2019,jun,19,059,Dickinson,0.4633616396342672,52783,0.6240409760726888,8618
2019,jun,19,021,Buena Vista,0.53087453808887,94235,0.659668712798849,15347
2019,jun,19,013,Black Hawk,0.33898662189067225,16387,0.6988529907639712,14204
2019,jun,19,075,Grundy,0.2590913914521757,37647,0.6886377754665347,15108
2019,jun,19,017,Bremer,0.28181339830099267,34383,0.7170743898984671,12194
2019,jun,19,085,Harrison,0.6225147817030197,95439,0.7532640584941852,15572
2019,jun,19,129,Mills,0.715391448519333,48926,0.7767916601336663,8042
2019,jun,19,155,Pottawattamie,0.6729427189939786,130383,0.7351678296080838,21340
2019,jun,19,123,Mahaska,0.37216397051927713,70081,0.6990860482861339,11602
2019,jun,19,125,Marion,0.38430543056077915,42694,0.7313907889548346,6915
2019,jun,19,053,Decatur,0.4085225613024217,16132,0.6346540190410338,2859
2019,jun,19,031,Cedar,0.2978487168078254,87506,0.5514548462200181,14280
2019,jun,19,151,Pocahontas,0.5844348178117709,102212,0.6807482598044371,16933
2019,jun,19,109,Kossuth,0.419342684220165,177308,0.7134204455408062,28946
2019,jun,19,089,Howard,0.3081383031467691,57974,0.648774978439544,12974
2019,jun,19,147,Palo Alto,0.5766970084785469,93427,0.7064902214497061,15240
2019,jun,19,159,Ringgold,0.4698477477479789,26661,0.6431759835526081,4356
2019,jun,19,025,Calhoun,0.640731854649202,100045,0.725282969966422,16342
2019,jun,19,039,Clarke,0.43436093350851446,17492,0.6288379264391208,2842
2019,jun,19,065,Fayette,0.3305668199175949,57878,0.7084453003784276,18647
2019,jun,19,001,Adair,0.48499326021314215,64845,0.664897794091952,10647
2019,jun,19,037,Chickasaw,0.27439257905486153,65324,0.6704521884654427,14320
2019,jun,19,081,Hancock,0.3094229281433542,111769,0.7187547469311131,18097
2019,jun,19,157,Poweshiek,0.3582892838330991,84549,0.6904071486640775,14262
2019,jun,19,165,Shelby,0.7032846651161462,98518,0.7821076191989449,16220
2019,jun,19,185,Wayne,0.3587476522144235,29642,0.6072686277344314,5171
2019,jun,19,097,Jackson,0.3334158715554922,61140,0.601274190759291,10168
2019,jun,19,043,Clayton,0.3284258486581238,81609,0.6634847146033487,13525
2019,jun,19,007,Appanoose,0.36629165403218555,11131,0.6224567336893531,2684
2019,jun,19,177,Van Buren,0.35462909130549436,25125,0.6137965977956363,4092
2019,jun,19,197,Wright,0.3735900260014568,103035,0.7251790154109099,16853
2019,jun,19,137,Montgomery,0.7085076719949491,53264,0.7616403441355043,8770
2019,jun,19,175,Union,0.4917598558585622,31317,0.6252171636207234,5136
2019,jun,19,107,Keokuk,0.3568649399979696,65027,0.6762555973000637,10938
2019,jun,19,131,Mitchell,0.24811890122127347,81636,0.6613067968223643,14562
2019,jun,19,191,Winneshiek,0.34797350466854676,64532,0.6868380031129361,15296
2019,jun,19,161,Sac,0.6867524936735913,97695,0.7490983231713296,16067
2019,jun,19,055,Delaware,0.33187164396004465,112146,0.6794380114632237,18489
2019,jun,19,067,Floyd,0.2610463215888905,71543,0.6755431647633678,13675
2019,jun,19,009,Audubon,0.6106865003560727,66116,0.7426064638215406,10747
2019,jun,19,079,Hamilton,0.41842063980355,108207,0.709332071011547,17668
2019,jun,19,069,Franklin,0.31273667786616843,108956,0.6844352288489539,18942
2019,jun,19,141,O'Brien,0.3379225091163671,98694,0.6032904885635014,16138
2019,jun,19,167,Sioux,0.3155985858753707,148606,0.6670294114022506,24252
2019,jun,19,005,Allamakee,0.3345962007338487,42553,0.6575569379064391,6937
2019,jun,19,189,Winnebago,0.3593104398833298,70803,0.7087587355774511,11723
2019,jun,19,093,Ida,0.6754126856838443,73422,0.7404751345198365,11941
2019,jun,19,029,Cass,0.6302556884119722,77892,0.7166718156825962,12721
2019,jun,19,083,Hardin,0.3294026003928617,107799,0.6912653787450597,17816
2019,jun,19,173,Taylor,0.4372803226295942,49165,0.676637116015039,8038
2019,jun,19,145,Page,0.6989119550821814,62946,0.732317846637213,10339
2019,jun,19,035,Cherokee,0.4932695221420882,85617,0.6950410040713432,13917
2019,jun,19,071,Fremont,0.751746012294878,51380,0.7704802615278227,8431
2019,jun,19,095,Iowa,0.3451013063070482,65991,0.6245524122588587,10975
2019,jun,19,023,Butler,0.2727244675052035,80838,0.6963062776462027,16477
2019,jun,19,063,Emmet,0.4512520544490428,64071,0.674523295764881,10502
2019,jun,19,047,Crawford,0.6515471384519174,116571,0.764182265886548,19132
2019,jun,19,019,Buchanan,0.31782474590299437,90746,0.7103654432858832,18937
2019,jun,19,143,Osceola,0.283023371097365,68006,0.5826657969041675,11142
2019,jun,19,073,Greene,0.5013396364961453,97934,0.7679042583021523,15998
2019,jun,19,087,Henry,0.3334304437846133,41288,0.6432528229375418,6753
2019,jun,19,119,Lyon,0.28477376237871804,106543,0.5739202798761807,17327
2019,jun,19,003,Adams,0.481762074832349,40478,0.6581363549237378,6663
2019,jun,19,133,Monona,0.5754617455655211,98048,0.7438057368842842,16120
2019,jun,19,091,Humboldt,0.4657812997656207,76746,0.7249921501556006,12611
2019,jun,19,115,Louisa,0.3430577229274303,42467,0.6336816811170386,7056
2019,jun,19,171,Tama,0.33887745540266134,41997,0.6562939813386277,16003
2019,jun,19,135,Monroe,0.39748483053761474,13651,0.6703132303734993,2274
2019,jun,19,117,Lucas,0.3723538101735869,16680,0.6410785484955512,2742
2019,jun,19,057,Des Moines,0.32727338655287375,37367,0.6294341550679852,6136
2019,jun,19,011,Benton,0.3667401612281153,60011,0.6659027138631404,17665
2019,jun,19,113,Linn,0.3480374128668749,86592,0.6616691377778934,14292
2019,jun,19,105,Jones,0.3230794626446719,84660,0.6030687954560248,14055
2019,jun,19,103,Johnson,0.33165247886562793,59663,0.5772298386962217,9752
2019,jun,19,183,Washington,0.3532665512287672,64940,0.656821621596978,10624
2019,jun,19,045,Clinton,0.303190652054102,104630,0.5805599580685173,17424
2019,jun,19,163,Scott,0.2895113488407149,57973,0.583165126819574,9559
2019,jun,19,139,Muscatine,0.3178722942261655,48281,0.5715548367669268,7982
2019,jun,19,169,Story,0.3888500860420918,94748,0.7410471954462325,15380
